,Kingdom,Phylum,Class,Order,Family,Genus,predicted_copy_number
ASV12875,Bacteria,NA,NA,NA,NA,NA,3.239400682
ASV12876,Bacteria,Planctomycetota,NA,NA,NA,NA,2.562581499
ASV12877,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,3.760423767
ASV12878,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.198903922
ASV12879,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,1.55949027
ASV12880,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,3.084096074
ASV12881,Bacteria,Planctomycetota,OM190,NA,NA,NA,3.150615881
ASV12882,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,2.369937002
ASV12883,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,1.563692273
ASV12884,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,2.576479442
ASV12885,Bacteria,NA,NA,NA,NA,NA,4.557451178
ASV12886,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,2.188218407
ASV12887,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,1.910866803
ASV12888,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,2.614801675
ASV12889,Bacteria,NA,NA,NA,NA,NA,2.121273092
ASV12890,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.876781652
ASV12891,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,1.857644817
ASV12892,Bacteria,Planctomycetota,NA,NA,NA,NA,1.916606345
ASV12893,Bacteria,Chloroflexi,NA,NA,NA,NA,2.329335251
ASV12894,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,2.234931433
ASV12895,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,HSB OF53-F07,2.764979916
ASV12896,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.503681202
ASV12897,Bacteria,Chloroflexi,SHA-26,NA,NA,NA,3.297013907
ASV12898,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,1.833169136
ASV12899,Bacteria,Planctomycetota,OM190,NA,NA,NA,1.635442729
ASV12900,Bacteria,NA,NA,NA,NA,NA,3.238324431
ASV12901,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,2.993408576
ASV12902,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,4.326442304
ASV12903,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.896148497
ASV12904,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,1.49469234
ASV12905,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,1.757716667
ASV12906,Bacteria,NA,NA,NA,NA,NA,4.288636331
ASV12907,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,NA,NA,1.837698401
ASV12908,Bacteria,Chloroflexi,NA,NA,NA,NA,3.186239433
ASV12909,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,2.850706238
ASV12910,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.564291298
ASV12911,NA,NA,NA,NA,NA,NA,2.058101797
ASV12912,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.068695611
ASV12913,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,2.121860188
ASV12914,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,1.887097427
ASV12915,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Abawacabacteria,NA,NA,2.021162072
ASV12916,Bacteria,Bacteroidota,NA,NA,NA,NA,1.750534699
ASV12917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,2.395336747
ASV12918,Bacteria,NA,NA,NA,NA,NA,1.891822872
ASV12919,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.209074026
ASV12920,Bacteria,NA,NA,NA,NA,NA,2.120372804
ASV12921,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,3.891019511
ASV12922,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,1.393785618
ASV12923,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,2.039618828
ASV12924,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,2.048210057
ASV12925,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.866092959
ASV12926,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,1.386504371
ASV12927,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,2.794673533
ASV12928,Bacteria,Patescibacteria,Microgenomatia,Candidatus Amesbacteria,NA,NA,1.392044272
ASV12929,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,1.448027511
ASV12930,Bacteria,Planctomycetota,NA,NA,NA,NA,1.380220984
ASV12931,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,NA,2.95488815
ASV12932,Bacteria,NA,NA,NA,NA,NA,1.519807286
ASV12933,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.046493958
ASV12934,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.670107071
ASV12935,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.440095548
ASV12936,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,1.718742804
ASV12937,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,1.876471539
ASV12938,Bacteria,Chloroflexi,SHA-26,NA,NA,NA,2.662345366
ASV12939,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,2.038042884
ASV12940,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,2.92786324
ASV12941,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.30131484
ASV12942,Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,NA,NA,2.137956107
ASV12943,Bacteria,Proteobacteria,NA,NA,NA,NA,1.608235201
ASV12944,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,4.113175454
ASV12945,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,NA,3.976816316
ASV12946,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.361512884
ASV12947,Bacteria,Planctomycetota,BD7-11,NA,NA,NA,1.207090754
ASV12948,NA,NA,NA,NA,NA,NA,1.673366678
ASV12949,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,1.134023834
ASV12950,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.951979659
ASV12951,Bacteria,NA,NA,NA,NA,NA,2.858483546
ASV12952,Bacteria,NA,NA,NA,NA,NA,2.137629211
ASV12953,Bacteria,NA,NA,NA,NA,NA,2.378649054
ASV12954,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,1.841546918
ASV12955,Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,2.53379719
ASV12956,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,2.093778094
ASV12957,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,2.698851199
ASV12958,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,1.704853678
ASV12959,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,1.84559075
ASV12960,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,2.524152238
ASV12961,Bacteria,NA,NA,NA,NA,NA,3.359647644
ASV12962,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,2.577080172
ASV12963,Bacteria,Firmicutes,NA,NA,NA,NA,3.009941405
ASV12964,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,2.855407529
ASV12965,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA,1.877255131
ASV12966,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.686855214
ASV12967,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,1.757514932
ASV12968,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.89133136
ASV12969,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,2.592437691
ASV12970,Bacteria,NA,NA,NA,NA,NA,1.985300862
ASV12971,Bacteria,NA,NA,NA,NA,NA,2.052387944
ASV12972,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,2.01452955
ASV12973,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.695366443
ASV12974,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,3.57791958
ASV12975,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.536218077
ASV12976,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,1.775611624
ASV12977,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,2.670578785
ASV12978,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,1.74231605
ASV12979,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.394202335
ASV12980,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,2.340061847
ASV12981,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,2.621512416
ASV12982,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,1.925115402
ASV12983,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.860993819
ASV12984,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.924459177
ASV12985,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,1.93596291
ASV12986,Bacteria,NA,NA,NA,NA,NA,2.767373048
ASV12987,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,1.18002078
ASV12988,Bacteria,NA,NA,NA,NA,NA,3.880980395
ASV12989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,2.540846007
ASV12990,Bacteria,Patescibacteria,WWE3,NA,NA,NA,1.921790972
ASV12991,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,1.866507981
ASV12992,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,1.648405689
ASV12993,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA,4.056704606
ASV12994,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,3.236651263
ASV12995,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,1.519003695
ASV12996,Bacteria,NA,NA,NA,NA,NA,3.102842362
ASV12997,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,2.019258048
ASV12998,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,3.974259171
ASV12999,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,2.027732027
ASV13000,Bacteria,NA,NA,NA,NA,NA,1.614603234
ASV13001,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,2.183192614
ASV13002,Bacteria,NA,NA,NA,NA,NA,3.169360678
ASV13003,Bacteria,NA,NA,NA,NA,NA,2.11217647
ASV13004,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,3.72635776
ASV13005,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.720887027
ASV13006,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.645897404
ASV13007,Bacteria,Proteobacteria,NA,NA,NA,NA,1.345087245
ASV13008,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,3.078295804
ASV13009,Bacteria,NA,NA,NA,NA,NA,1.57779058
ASV13010,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.234008397
ASV13011,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.78277741
ASV13012,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,1.960005181
ASV13013,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.527242566
ASV13014,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,1.541528112
ASV13015,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.1085601
ASV13016,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.703626059
ASV13017,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.624658664
ASV13018,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.614675651
ASV13019,Bacteria,NA,NA,NA,NA,NA,1.997278513
ASV13020,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,2.537246642
ASV13021,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,2.363316809
ASV13022,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,1.926971245
ASV13023,Bacteria,NA,NA,NA,NA,NA,1.753524569
ASV13024,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,1.401778543
ASV13025,Bacteria,NA,NA,NA,NA,NA,2.828840269
ASV13026,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,1.856303976
ASV13027,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,NA,NA,1.806231827
ASV13028,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.521552419
ASV13029,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,1.184578795
ASV13030,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,3.05065889
ASV13031,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.956769954
ASV13032,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,3.078086494
ASV13033,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,3.079029766
ASV13034,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,2.452302425
ASV13035,Bacteria,NA,NA,NA,NA,NA,1.356388849
ASV13036,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,1.704083442
ASV13037,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,2.131829871
ASV13038,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.78514063
ASV13039,Bacteria,Myxococcota,NA,NA,NA,NA,1.387151942
ASV13040,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.525859018
ASV13041,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.731586044
ASV13042,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,3.008695934
ASV13043,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.728264379
ASV13044,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,1.211081242
ASV13045,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,1.486676215
ASV13046,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,2.154771361
ASV13047,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,5.063892433
ASV13048,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,2.206261884
ASV13049,NA,NA,NA,NA,NA,NA,1.467850149
ASV13050,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.638963498
ASV13051,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,2.653605127
ASV13052,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,1.738692365
ASV13053,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,3.178303419
ASV13054,Bacteria,NA,NA,NA,NA,NA,2.694336812
ASV13055,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,3.427193875
ASV13056,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,4.213493497
ASV13057,Bacteria,NA,NA,NA,NA,NA,2.679777445
ASV13058,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.729562009
ASV13059,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,2.78875214
ASV13060,Bacteria,Chloroflexi,TK10,NA,NA,NA,2.876407846
ASV13061,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,3.532104976
ASV13062,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,3.160397773
ASV13063,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,2.568231704
ASV13064,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,5.339430662
ASV13065,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,1.41892852
ASV13066,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA,1.795600766
ASV13067,Bacteria,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,1.452176561
ASV13068,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,3.524213435
ASV13069,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,3.575049969
ASV13070,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.642315248
ASV13071,Bacteria,Proteobacteria,NA,NA,NA,NA,2.415296389
ASV13072,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,1.790558296
ASV13073,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.138624694
ASV13074,Bacteria,Bacteroidota,NA,NA,NA,NA,2.32334507
ASV13075,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,NA,NA,1.619667037
ASV13076,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.772796691
ASV13077,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,1.907792278
ASV13078,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,3.227243792
ASV13079,Bacteria,NA,NA,NA,NA,NA,2.679494175
ASV13080,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,3.10072197
ASV13081,Bacteria,NA,NA,NA,NA,NA,2.287173357
ASV13082,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,4.254118387
ASV13083,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.270812107
ASV13084,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.476137391
ASV13085,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,2.334786057
ASV13086,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yanofskybacteria,NA,NA,4.314290534
ASV13087,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.474536343
ASV13088,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.54638108
ASV13089,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.685764367
ASV13090,Bacteria,NA,NA,NA,NA,NA,2.585472179
ASV13091,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.60753448
ASV13092,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,2.327156394
ASV13093,Bacteria,NA,NA,NA,NA,NA,2.13877362
ASV13094,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.961169058
ASV13095,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.343338844
ASV13096,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,3.207323253
ASV13097,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.421238828
ASV13098,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,1.759494959
ASV13099,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.531172824
ASV13100,Bacteria,NA,NA,NA,NA,NA,2.403162417
ASV13101,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.800645445
ASV13102,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,3.349057277
ASV13103,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.996457619
ASV13104,Bacteria,NA,NA,NA,NA,NA,2.050399245
ASV13105,Bacteria,NA,NA,NA,NA,NA,2.068230023
ASV13106,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,2.65103237
ASV13107,Bacteria,Patescibacteria,Microgenomatia,NA,NA,NA,2.865759309
ASV13108,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,1.887665587
ASV13109,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.320086388
ASV13110,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.999118234
ASV13111,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,1.854431122
ASV13112,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,2.166422644
ASV13113,Bacteria,Sumerlaeota,Sumerlaeia,NA,NA,NA,1.899260159
ASV13114,Bacteria,Elusimicrobiota,Elusimicrobia,FCPU453,NA,NA,1.357613821
ASV13115,Bacteria,NA,NA,NA,NA,NA,2.190582449
ASV13116,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.593651477
ASV13117,Bacteria,NA,NA,NA,NA,NA,2.024404199
ASV13118,Bacteria,NA,NA,NA,NA,NA,3.102128583
ASV13119,Bacteria,NA,NA,NA,NA,NA,1.627979665
ASV13120,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,1.609549078
ASV13121,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA,1.646891246
ASV13122,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,3.12816553
ASV13123,Bacteria,NA,NA,NA,NA,NA,2.607999752
ASV13124,Bacteria,Planctomycetota,NA,NA,NA,NA,1.802981197
ASV13125,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,1.769378429
ASV13126,Bacteria,NA,NA,NA,NA,NA,3.147779123
ASV13127,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,2.555845501
ASV13128,Bacteria,NA,NA,NA,NA,NA,1.482502305
ASV13129,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,3.020456462
ASV13130,Bacteria,Armatimonadota,NA,NA,NA,NA,2.404760707
ASV13131,Bacteria,NA,NA,NA,NA,NA,2.089472932
ASV13132,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinocorallia,2.71400513
ASV13133,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.266944684
ASV13134,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,2.216424217
ASV13135,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,3.233460762
ASV13136,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Jidaibacter,NA,2.042497947
ASV13137,Bacteria,NA,NA,NA,NA,NA,1.793669939
ASV13138,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,2.319559693
ASV13139,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,1.935805876
ASV13140,NA,NA,NA,NA,NA,NA,2.180759031
ASV13141,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.555545979
ASV13142,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,2.162596028
ASV13143,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.90506276
ASV13144,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,3.449548866
ASV13145,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,1.964688992
ASV13146,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,2.339916446
ASV13147,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Captivus,1.546075483
ASV13148,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,2.2169535
ASV13149,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,1.913824687
ASV13150,Bacteria,NA,NA,NA,NA,NA,2.29122491
ASV13151,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,1.904746224
ASV13152,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,2.304056564
ASV13153,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,2.250281157
ASV13154,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.861656243
ASV13155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,2.384753675
ASV13156,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.693548144
